INFO [2019-08-30 11:39:28] Chain: 1, Iteration: 5
INFO [2019-08-30 11:39:29] Chain: 3, Iteration: 5
INFO [2019-08-30 11:39:29] Chain: 5, Iteration: 5
INFO [2019-08-30 11:39:29] Chain: 2, Iteration: 5
INFO [2019-08-30 11:39:29] Chain: 4, Iteration: 5
INFO [2019-08-30 11:39:29] Chain: 6, Iteration: 5
INFO [2019-08-30 11:40:00] Chain: 1, Iteration: 10
INFO [2019-08-30 11:40:03] Chain: 3, Iteration: 10
INFO [2019-08-30 11:40:04] Chain: 2, Iteration: 10
INFO [2019-08-30 11:40:04] Chain: 5, Iteration: 10
INFO [2019-08-30 11:40:04] Chain: 4, Iteration: 10
INFO [2019-08-30 11:40:04] Chain: 6, Iteration: 10
INFO [2019-08-30 11:50:07] Chain: 3, Iteration: 5
INFO [2019-08-30 11:50:07] Chain: 5, Iteration: 5
INFO [2019-08-30 11:50:08] Chain: 6, Iteration: 5
INFO [2019-08-30 11:50:08] Chain: 4, Iteration: 5
INFO [2019-08-30 11:50:08] Chain: 1, Iteration: 5
INFO [2019-08-30 11:50:08] Chain: 2, Iteration: 5
INFO [2019-08-30 11:50:37] Chain: 3, Iteration: 10
INFO [2019-08-30 11:50:38] Chain: 5, Iteration: 10
INFO [2019-08-30 11:50:39] Chain: 6, Iteration: 10
INFO [2019-08-30 11:50:39] Chain: 4, Iteration: 10
INFO [2019-08-30 11:50:39] Chain: 1, Iteration: 10
INFO [2019-08-30 11:50:39] Chain: 2, Iteration: 10
INFO [2019-08-30 11:51:12] Chain: 3, Iteration: 15
INFO [2019-08-30 11:51:13] Chain: 5, Iteration: 15
INFO [2019-08-30 11:51:14] Chain: 6, Iteration: 15
INFO [2019-08-30 11:51:15] Chain: 1, Iteration: 15
INFO [2019-08-30 11:51:15] Chain: 4, Iteration: 15
INFO [2019-08-30 11:51:16] Chain: 2, Iteration: 15
INFO [2019-08-30 11:51:44] Chain: 3, Iteration: 20
INFO [2019-08-30 11:51:44] Chain: 5, Iteration: 20
INFO [2019-08-30 11:51:45] Chain: 6, Iteration: 20
INFO [2019-08-30 11:51:45] Chain: 4, Iteration: 20
INFO [2019-08-30 11:51:46] Chain: 1, Iteration: 20
INFO [2019-08-30 11:51:47] Chain: 2, Iteration: 20
INFO [2019-08-30 11:52:18] Chain: 3, Iteration: 25
INFO [2019-08-30 11:52:20] Chain: 5, Iteration: 25
INFO [2019-08-30 11:52:21] Chain: 6, Iteration: 25
INFO [2019-08-30 11:52:21] Chain: 4, Iteration: 25
INFO [2019-08-30 11:52:22] Chain: 1, Iteration: 25
INFO [2019-08-30 11:52:23] Chain: 2, Iteration: 25
INFO [2019-08-30 11:52:49] Chain: 3, Iteration: 30
INFO [2019-08-30 11:52:50] Chain: 5, Iteration: 30
INFO [2019-08-30 11:52:51] Chain: 6, Iteration: 30
INFO [2019-08-30 11:52:52] Chain: 4, Iteration: 30
INFO [2019-08-30 11:52:53] Chain: 2, Iteration: 30
INFO [2019-08-30 11:52:53] Chain: 1, Iteration: 30
INFO [2019-08-30 11:53:19] Chain: 3, Iteration: 35
INFO [2019-08-30 11:53:20] Chain: 5, Iteration: 35
INFO [2019-08-30 11:53:21] Chain: 6, Iteration: 35
INFO [2019-08-30 11:53:21] Chain: 4, Iteration: 35
INFO [2019-08-30 11:53:22] Chain: 1, Iteration: 35
INFO [2019-08-30 11:53:23] Chain: 2, Iteration: 35
INFO [2019-08-30 11:53:53] Chain: 3, Iteration: 40
INFO [2019-08-30 11:53:55] Chain: 5, Iteration: 40
INFO [2019-08-30 11:53:55] Chain: 6, Iteration: 40
INFO [2019-08-30 11:53:56] Chain: 4, Iteration: 40
INFO [2019-08-30 11:53:57] Chain: 1, Iteration: 40
INFO [2019-08-30 11:53:57] Chain: 2, Iteration: 40
INFO [2019-08-30 11:54:28] Chain: 3, Iteration: 45
INFO [2019-08-30 11:54:29] Chain: 6, Iteration: 45
INFO [2019-08-30 11:54:29] Chain: 5, Iteration: 45
INFO [2019-08-30 11:54:31] Chain: 4, Iteration: 45
INFO [2019-08-30 11:54:31] Chain: 1, Iteration: 45
INFO [2019-08-30 11:54:32] Chain: 2, Iteration: 45
INFO [2019-08-30 11:55:00] Chain: 3, Iteration: 50
INFO [2019-08-30 11:55:01] Chain: 6, Iteration: 50
INFO [2019-08-30 11:55:02] Chain: 5, Iteration: 50
INFO [2019-08-30 11:55:03] Chain: 2, Iteration: 50
INFO [2019-08-30 11:55:03] Chain: 4, Iteration: 50
INFO [2019-08-30 11:55:03] Chain: 1, Iteration: 50

=================================== NEW RUN ===================================

INFO [2019-08-30 13:02:06] Chain: 4, Iteration: 5
INFO [2019-08-30 13:02:07] Chain: 6, Iteration: 5
INFO [2019-08-30 13:02:07] Chain: 2, Iteration: 5
INFO [2019-08-30 13:02:07] Chain: 3, Iteration: 5
INFO [2019-08-30 13:02:07] Chain: 5, Iteration: 5
INFO [2019-08-30 13:02:07] Chain: 1, Iteration: 5
INFO [2019-08-30 13:02:35] Chain: 4, Iteration: 10
INFO [2019-08-30 13:02:37] Chain: 6, Iteration: 10
INFO [2019-08-30 13:02:37] Chain: 2, Iteration: 10
INFO [2019-08-30 13:02:38] Chain: 3, Iteration: 10
INFO [2019-08-30 13:02:38] Chain: 5, Iteration: 10
INFO [2019-08-30 13:02:38] Chain: 1, Iteration: 10
INFO [2019-08-30 13:03:11] Chain: 4, Iteration: 15
INFO [2019-08-30 13:03:12] Chain: 6, Iteration: 15
INFO [2019-08-30 13:03:14] Chain: 2, Iteration: 15
INFO [2019-08-30 13:03:15] Chain: 1, Iteration: 15
INFO [2019-08-30 13:03:16] Chain: 3, Iteration: 15
INFO [2019-08-30 13:03:16] Chain: 5, Iteration: 15
INFO [2019-08-30 13:03:42] Chain: 4, Iteration: 20
INFO [2019-08-30 13:03:42] Chain: 6, Iteration: 20
INFO [2019-08-30 13:03:44] Chain: 2, Iteration: 20
INFO [2019-08-30 13:03:45] Chain: 5, Iteration: 20
INFO [2019-08-30 13:03:45] Chain: 1, Iteration: 20
INFO [2019-08-30 13:03:45] Chain: 3, Iteration: 20
INFO [2019-08-30 13:04:15] Chain: 6, Iteration: 25
INFO [2019-08-30 13:04:16] Chain: 2, Iteration: 25
INFO [2019-08-30 13:04:17] Chain: 4, Iteration: 25
INFO [2019-08-30 13:04:19] Chain: 5, Iteration: 25
INFO [2019-08-30 13:04:19] Chain: 1, Iteration: 25
INFO [2019-08-30 13:04:20] Chain: 3, Iteration: 25
INFO [2019-08-30 13:04:43] Chain: 6, Iteration: 30
INFO [2019-08-30 13:04:45] Chain: 2, Iteration: 30
INFO [2019-08-30 13:04:46] Chain: 4, Iteration: 30
INFO [2019-08-30 13:04:48] Chain: 5, Iteration: 30
INFO [2019-08-30 13:04:49] Chain: 3, Iteration: 30
INFO [2019-08-30 13:04:49] Chain: 1, Iteration: 30
INFO [2019-08-30 13:05:12] Chain: 6, Iteration: 35
INFO [2019-08-30 13:05:14] Chain: 2, Iteration: 35
INFO [2019-08-30 13:05:15] Chain: 4, Iteration: 35
INFO [2019-08-30 13:05:18] Chain: 5, Iteration: 35
INFO [2019-08-30 13:05:18] Chain: 3, Iteration: 35
INFO [2019-08-30 13:05:18] Chain: 1, Iteration: 35
INFO [2019-08-30 13:05:46] Chain: 6, Iteration: 40
INFO [2019-08-30 13:05:46] Chain: 2, Iteration: 40
INFO [2019-08-30 13:05:47] Chain: 4, Iteration: 40
INFO [2019-08-30 13:05:51] Chain: 3, Iteration: 40
INFO [2019-08-30 13:05:51] Chain: 5, Iteration: 40
INFO [2019-08-30 13:05:52] Chain: 1, Iteration: 40
INFO [2019-08-30 13:06:19] Chain: 2, Iteration: 45
INFO [2019-08-30 13:06:19] Chain: 6, Iteration: 45
INFO [2019-08-30 13:06:19] Chain: 4, Iteration: 45
INFO [2019-08-30 13:06:24] Chain: 3, Iteration: 45
INFO [2019-08-30 13:06:24] Chain: 5, Iteration: 45
